"NOM_STATION_COMPOSITE","CODE_DES_NORMALES","NOM_DE_LA_STATION","ID_CLIMATOLOGIQUE","ID_DE_l'OMM","ID_DE_TC","PROVINCE_OU_TERRITOIRE","LATITUDE","LONGITUDE","ALTITUDE(m)"
"BANFF","C","BANFF","3050520","","","ALBERTA","51,18","-115,57","1383,7"
"BANFF","C","BANFF (AUT)","3050521","","","ALBERTA","51,18","-115,57","1396,9"
"BANFF","C","BANFF CS","3050519","71122","WZG","ALBERTA","51,19","-115,55","1396,9"
"BRETON","D","BRETON","3010815","","","ALBERTA","53,17","-114,48","843,0"
"BROOKS","D","BROOKS","3030QLP","71457","WBO","ALBERTA","50,56","-111,85","747,0"
"CALGARY (AÉROPORT)","C","CALGARY INT'L A","3031093","71877","YYC","ALBERTA","51,11","-114,02","1084,1"
"CALGARY (AÉROPORT)","C","CALGARY INTL A","3031092","71877","YYC","ALBERTA","51,12","-114,01","1099,1"
"CAMPSIE","C","CAMPSIE","3061200","","","ALBERTA","54,13","-114,68","670,6"
"CAMPSIE","C","CAMPSIE AUTO","3061201","71636","PZC","ALBERTA","54,13","-114,68","647,0"
"CAMROSE","C","CAMROSE","3011240","71254","WRV","ALBERTA","53,05","-112,82","739,0"
"CARWAY","C","CARWAY","3031400","","","ALBERTA","49,00","-113,38","1354,0"
"CARWAY","C","CARWAY","3031402","71488","PCY","ALBERTA","49,00","-113,38","1354,0"
"CLARESHOLM","A","CLARESHOLM","3031640","71234","WDK","ALBERTA","50,00","-113,64","1009,0"
"CLARESHOLM","A","CLARESHOLM WATERWORKS","3031658","","","ALBERTA","50,02","-113,71","1008,0"
"COLD LAKE","A","COLD LAKE A","3081680","71120","YOD","ALBERTA","54,42","-110,28","541,0"
"CORONATION","C","CORONATION (AUT)","3011885","","WCT","ALBERTA","52,08","-111,45","790,7"
"CORONATION","C","CORONATION A","3011880","","","ALBERTA","52,07","-111,45","791,0"
"CORONATION","C","CORONATION CLIMATE","3011887","71318","WCT","ALBERTA","52,07","-111,45","791,0"
"DRUMHELLER EAST","G","DRUMHELLER EAST","30221LG","71237","WDZ","ALBERTA","51,45","-112,68","678,2"
"EDMONTON (AÉROPORT)","B","EDMONTON INT'L A","3012205","71123","YEG","ALBERTA","53,32","-113,58","723,3"
"EDMONTON (AÉROPORT)","B","EDMONTON INTERNATIONAL CS","3012206","71155","XEG","ALBERTA","53,31","-113,61","715,0"
"EDMONTON (AÉROPORT)","B","EDMONTON INTL A","3012216","71123","YEG","ALBERTA","53,31","-113,58","723,3"
"EDMONTON (CITÉ)","D","EDMONTON BLATCHFORD","3012209","71157","XEC","ALBERTA","53,57","-113,52","671,0"
"EDMONTON (CITÉ)","D","EDMONTON CITY CENTRE A","3012208","","","ALBERTA","53,57","-113,52","670,6"
"EDMONTON (CITÉ)","D","EDMONTON CITY CENTRE AWOS","3012202","71879","YXD","ALBERTA","53,57","-113,52","671,4"
"EDSON","D","EDSON","3062239","71167","YET","ALBERTA","53,58","-116,47","926,9"
"EDSON","D","EDSON A","3062242","71881","YET","ALBERTA","53,60","-116,48","925,4"
"EDSON","D","EDSON A","3062244","","","ALBERTA","53,58","-116,47","927,2"
"EDSON","D","EDSON AWOS A","3062245","71881","PDS","ALBERTA","53,58","-116,47","926,9"
"EDSON","D","EDSON CLIMATE","3062246","71156","ZZJ","ALBERTA","53,58","-116,45","927,0"
"ESTHER","E","ESTHER 1","301B460","71240","WGY","ALBERTA","51,67","-110,21","707,0"
"FABYAN","C","FABYAN","3012515","","","ALBERTA","52,97","-111,00","698,0"
"FORESTBURG PLANT SITE","C","FORESTBURG PLANT SITE","3012652","","","ALBERTA","52,47","-112,12","662,9"
"FORT CHIPEWYAN","C","FORT CHIPEWYAN","3072655","71305","YPY","ALBERTA","58,77","-111,12","238,0"
"FORT CHIPEWYAN","C","FORT CHIPEWYAN A","3072658","","","ALBERTA","58,77","-111,12","232,0"
"FORT CHIPEWYAN","C","FORT CHIPEWYAN AWOS A","3072662","","PCP","ALBERTA","58,77","-111,12","238,0"
"FORT CHIPEWYAN","C","FORT CHIPEWYAN RCS","3072659","71056","PCH","ALBERTA","58,77","-111,12","238,0"
"FORT MCMURRAY","C","FORT MCMURRAY A","3062693","","","ALBERTA","56,65","-111,22","369,1"
"FORT MCMURRAY","C","FORT MCMURRAY A","3062697","71689","YMM","ALBERTA","56,65","-111,22","369,1"
"FORT MCMURRAY","C","FORT MCMURRAY AWOS A","3062700","","","ALBERTA","56,65","-111,22","369,1"
"FORT MCMURRAY","C","FORT MCMURRAY CS","3062696","71585","XMM","ALBERTA","56,65","-111,21","368,8"
"FORT SASKATCHEWAN","D","FORT SASKATCHEWAN","3012710","","","ALBERTA","53,72","-113,18","620,0"
"GARDEN RIVER","G","GARDEN RIVER","307KPFP","71253","WGF","ALBERTA","58,71","-113,87","240,8"
"GRANDE PRAIRIE","C","GRANDE PRAIRIE A","3072920","71940","YQU","ALBERTA","55,18","-118,89","669,0"
"GRANDE PRAIRIE","C","GRANDE PRAIRIE A","3072921","71940","YQU","ALBERTA","55,18","-118,88","669,0"
"HIGH LEVEL","A","HIGH LEVEL A","3073140","71066","YOJ","ALBERTA","58,62","-117,16","338,0"
"HIGH LEVEL","A","HIGH LEVEL A","3073146","","YOJ","ALBERTA","58,62","-117,16","338,0"
"JASPER","C","JASPER","3053520","","","ALBERTA","52,88","-118,07","1062,2"
"JASPER","C","JASPER WARDEN","3053536","71486","WJW","ALBERTA","52,93","-118,03","1020,0"
"LAC LA BICHE","E","LAC LA BICHE (AUT)","3063685","","","ALBERTA","54,77","-112,02","567,0"
"LAC LA BICHE","E","LAC LA BICHE CLIMATE","3063686","71316","WLB","ALBERTA","54,77","-112,02","567,0"
"LETHBRIDGE","C","LETHBRIDGE","3033875","71267","YQL","ALBERTA","49,63","-112,80","929,0"
"LETHBRIDGE","C","LETHBRIDGE A","3033880","","YQL","ALBERTA","49,63","-112,80","928,7"
"LETHBRIDGE","C","LETHBRIDGE AWOS A","3033884","","YQL","ALBERTA","49,63","-112,80","929,0"
"LETHBRIDGE","C","LETHBRIDGE CDA","3033890","71243","WQL","ALBERTA","49,70","-112,77","910,0"
"LLOYDMINSTER","A","LLOYDMINSTER","3013959","71871","YLL","ALBERTA","53,31","-110,07","668,7"
"LLOYDMINSTER","A","LLOYDMINSTER A","3013961","","","ALBERTA","53,31","-110,07","668,4"
"MEDICINE HAT","C","MEDICINE HAT","3034479","71247","YXH","ALBERTA","50,02","-110,72","716,9"
"MEDICINE HAT","C","MEDICINE HAT A","3034480","","YXH","ALBERTA","50,02","-110,72","716,9"
"MEDICINE HAT","C","MEDICINE HAT AWOS","3034483","","","ALBERTA","50,02","-110,72","716,9"
"MEDICINE HAT","C","MEDICINE HAT RCS","3034485","71026","XMW","ALBERTA","50,03","-110,72","715,0"
"MILK RIVER","D","MILK RIVER","3044533","71244","WRY","ALBERTA","49,13","-112,05","1050,0"
"NORDEGG","D","NORDEGG CS","3054843","71060","XND","ALBERTA","52,49","-116,04","1332,0"
"NORDEGG","D","NORDEGG RS","3054845","","","ALBERTA","52,50","-116,05","1320,1"
"ONEFOUR","E","ONEFOUR CDA","3044923","71116","WOE","ALBERTA","49,12","-110,47","935,0"
"PEACE RIVER","C","PEACE RIVER A","3075040","71068","YPE","ALBERTA","56,23","-117,45","570,9"
"PEACE RIVER","C","PEACE RIVER A","3075041","71068","YPE","ALBERTA","56,23","-117,45","570,9"
"PINCHER CREEK","D","PINCHER CREEK","3035198","71085","ZPC","ALBERTA","49,52","-114,00","1189,6"
"PINCHER CREEK","D","PINCHER CREEK (AUT)","3035206","","PPX","ALBERTA","49,52","-114,00","1189,6"
"PINCHER CREEK","D","PINCHER CREEK A","3035202","","","ALBERTA","49,52","-114,00","1189,9"
"PINCHER CREEK","D","PINCHER CREEK CLIMATE","3035208","71736","PCK","ALBERTA","49,52","-114,00","1190,0"
"QUEENSTOWN","A","QUEENSTOWN","3035340","","","ALBERTA","50,61","-112,98","940,0"
"RED DEER","C","RED DEER A","3025480","71878","YQF","ALBERTA","52,18","-113,89","904,6"
"RED DEER","C","RED DEER REGIONAL A","3025481","","YQF","ALBERTA","52,18","-113,89","904,6"
"RED DEER","C","RED DEER REGIONAL A","3025484","71878","YQF","ALBERTA","52,18","-113,89","904,6"
"RED EARTH","E","RED EARTH","3075488","71246","WRD","ALBERTA","56,55","-115,28","546,0"
"SLAVE LAKE","C","SLAVE LAKE","3065995","71369","YZH","ALBERTA","55,29","-114,78","582,8"
"SLAVE LAKE","C","SLAVE LAKE A","3065999","","","ALBERTA","55,28","-114,78","582,8"
"SLAVE LAKE","C","SLAVE LAKE A","3066001","","","ALBERTA","55,30","-114,78","580,6"
"SLAVE LAKE","C","SLAVE LAKE AWOS A","3066002","","PLV","ALBERTA","55,29","-114,78","582,8"
"SLAVE LAKE","C","SLAVE LAKE RCS","3065997","71693","PZH","ALBERTA","55,29","-114,78","582,8"
"SUNDRE","D","SUNDRE A","3026KNQ","71248","WAV","ALBERTA","51,78","-114,68","1114,4"
"VAUXHALL","E","VAUXHALL CDA CS","3036682","71251","WVO","ALBERTA","50,05","-112,13","779,0"
"VEGREVILLE","C","VEGREVILLE","3016GF0","71458","WVI","ALBERTA","53,51","-112,10","639,3"
"WHITECOURT","C","WHITECOURT A","3057376","","YZU","ALBERTA","54,14","-115,79","782,4"
"WHITECOURT","C","WHITECOURT A","3067372","","YZU","ALBERTA","54,14","-115,79","782,4"
"WHITECOURT","C","WHITECOURT A","3067373","71930","YZU","ALBERTA","54,14","-115,79","782,4"
"ABBOTSFORD","C","ABBOTSFORD A","1100030","71108","YXX","COLOMBIE-BRITANNIQUE","49,03","-122,36","59,1"
"ABBOTSFORD","C","ABBOTSFORD A","1100031","71108","YXX","COLOMBIE-BRITANNIQUE","49,03","-122,36","59,1"
"ADDENBROKE ISLAND","A","ADDENBROKE ISLAND","1060080","","WCZ","COLOMBIE-BRITANNIQUE","51,60","-127,86","21,3"
"AGASSIZ","C","AGASSIZ CDA","1100120","","","COLOMBIE-BRITANNIQUE","49,24","-121,76","15,0"
"AGASSIZ","C","AGASSIZ RCS","1100119","71113","WZA","COLOMBIE-BRITANNIQUE","49,24","-121,76","19,3"
"ATLIN","C","ATLIN","1200560","","","COLOMBIE-BRITANNIQUE","59,57","-133,70","673,6"
"BELLA COOLA","C","BELLA COOLA A","1060841","71206","YBD","COLOMBIE-BRITANNIQUE","52,39","-126,60","35,7"
"BELLA COOLA","C","BELLA COOLA AIRPORT","1060844","71533","VBD","COLOMBIE-BRITANNIQUE","52,39","-126,59","36,9"
"BLUE RIVER","C","BLUE RIVER A","1160899","","YCP","COLOMBIE-BRITANNIQUE","52,13","-119,29","690,4"
"BLUE RIVER","C","BLUE RIVER CS","1160H99","71883","WSV","COLOMBIE-BRITANNIQUE","52,13","-119,29","682,8"
"BOAT BLUFF","B","BOAT BLUFF","1060901","","WZM","COLOMBIE-BRITANNIQUE","52,64","-128,52","10,7"
"BONILLA ISLAND","A","BONILLA ISLAND","1060902","","WVB","COLOMBIE-BRITANNIQUE","53,49","-130,64","16,2"
"BONILLA ISLAND","A","BONILLA ISLAND (AUT)","1060R0K","71484","WWL","COLOMBIE-BRITANNIQUE","53,49","-130,64","12,5"
"BURNS LAKE DECKER LAKE","E","BURNS LAKE DECKER LAKE","1091174","71952","WPZ","COLOMBIE-BRITANNIQUE","54,38","-125,96","713,2"
"CAMPBELL RIVER","C","CAMPBELL RIVER A","1021261","","YBL","COLOMBIE-BRITANNIQUE","49,95","-125,27","108,8"
"CAMPBELL RIVER","C","CAMPBELL RIVER A","1021270","","YBL","COLOMBIE-BRITANNIQUE","49,95","-125,27","108,8"
"CAPE BEALE LIGHT","C","CAPE BEALE LIGHT","1031316","","","COLOMBIE-BRITANNIQUE","48,79","-125,22","25,9"
"CLINTON","E","CLINTON (AUT)","1161661","","ZCL","COLOMBIE-BRITANNIQUE","51,14","-121,50","1056,7"
"CLINTON","E","CLINTON A","1161662","71717","YIN","COLOMBIE-BRITANNIQUE","51,27","-121,68","1126,2"
"CLINTON","E","CLINTON RCS","1161663","71474","NCN","COLOMBIE-BRITANNIQUE","51,14","-121,50","1059,0"
"COMOX","A","COMOX A","1021830","71893","YQQ","COLOMBIE-BRITANNIQUE","49,72","-124,90","25,6"
"CRANBROOK","B","CRANBROOK A","1152102","71880","YXC","COLOMBIE-BRITANNIQUE","49,61","-115,78","940,0"
"CRANBROOK","B","CRANBROOK A","1152105","71880","YXC","COLOMBIE-BRITANNIQUE","49,61","-115,78","940,0"
"CRANBROOK","B","CRANBROOK AIRPORT AUTO","1152106","71660","VXC","COLOMBIE-BRITANNIQUE","49,62","-115,79","926,7"
"CRESTON","A","CRESTON","1142160","","","COLOMBIE-BRITANNIQUE","49,10","-116,52","610,4"
"CRESTON","A","CRESTON CAMPBELL SCIENTIFIC","114B1F0","71770","WJR","COLOMBIE-BRITANNIQUE","49,08","-116,50","640,7"
"DAWSON CREEK","D","DAWSON CREEK A","1182285","71471","YDQ","COLOMBIE-BRITANNIQUE","55,74","-120,18","654,7"
"DAWSON CREEK","D","DAWSON CREEK A","1182289","71471","YDQ","COLOMBIE-BRITANNIQUE","55,74","-120,18","654,7"
"DEASE LAKE","D","DEASE LAKE","1192340","71958","WDL","COLOMBIE-BRITANNIQUE","58,43","-130,01","806,6"
"DEASE LAKE","D","DEASE LAKE (AUT)","119BLM0","71222","WKX","COLOMBIE-BRITANNIQUE","58,43","-130,03","800,7"
"DEASE LAKE","D","DEASE LAKE A","1192341","71686","YDL","COLOMBIE-BRITANNIQUE","58,42","-130,03","802,8"
"DEASE LAKE","D","DEASE LAKE LWIS","1192345","","","COLOMBIE-BRITANNIQUE","58,42","-130,03","792,5"
"DRYAD POINT","A","DRYAD POINT","1062544","","WAU","COLOMBIE-BRITANNIQUE","52,19","-128,11","3,5"
"ESTEVAN POINT","A","ESTEVAN POINT","1032730","","","COLOMBIE-BRITANNIQUE","49,38","-126,54","5,8"
"ESTEVAN POINT","A","ESTEVAN POINT CS","1032731","71894","WEB","COLOMBIE-BRITANNIQUE","49,38","-126,54","5,8"
"FORT NELSON","C","FORT NELSON","1192948","71594","VFN","COLOMBIE-BRITANNIQUE","58,84","-122,57","380,2"
"FORT NELSON","C","FORT NELSON A","1192940","71945","YYE","COLOMBIE-BRITANNIQUE","58,84","-122,60","381,9"
"FORT NELSON","C","FORT NELSON A","1192946","71945","YYE","COLOMBIE-BRITANNIQUE","58,84","-122,60","381,9"
"FORT NELSON","C","FORT NELSON UA","1192950","71945","","COLOMBIE-BRITANNIQUE","58,84","-122,57","378,3"
"FORT ST. JOHN","C","FORT ST JOHN A","1183000","71943","YXJ","COLOMBIE-BRITANNIQUE","56,24","-120,74","694,9"
"FORT ST. JOHN","C","FORT ST. JOHN A","1183001","71943","YXJ","COLOMBIE-BRITANNIQUE","56,24","-120,74","694,9"
"GOLDEN","C","GOLDEN A","1173210","71173","YGE","COLOMBIE-BRITANNIQUE","51,30","-116,98","784,9"
"GOLDEN","C","GOLDEN A","1173214","","YGE","COLOMBIE-BRITANNIQUE","51,30","-116,98","784,9"
"GOLDEN","C","GOLDEN AIRPORT","1173220","71905","VGE","COLOMBIE-BRITANNIQUE","51,30","-116,98","785,0"
"HOLLAND ROCK","F","HOLLAND ROCK","1063496","71219","WHL","COLOMBIE-BRITANNIQUE","54,17","-130,36","5,5"
"KAMLOOPS","C","KAMLOOPS A","1163780","71887","YKA","COLOMBIE-BRITANNIQUE","50,70","-120,44","345,3"
"KAMLOOPS","C","KAMLOOPS A","1163781","71887","YKA","COLOMBIE-BRITANNIQUE","50,70","-120,45","345,3"
"KAMLOOPS","C","KAMLOOPS AUT","1163842","71741","ZKA","COLOMBIE-BRITANNIQUE","50,70","-120,44","345,0"
"KELOWNA","E","KELOWNA","1123939","71203","YLW","COLOMBIE-BRITANNIQUE","49,96","-119,38","433,1"
"KELOWNA","E","KELOWNA A","1123970","71203","YLW","COLOMBIE-BRITANNIQUE","49,96","-119,38","429,5"
"KELOWNA","E","KELOWNA AWOS","1123965","","VLW","COLOMBIE-BRITANNIQUE","49,96","-119,38","429,5"
"LANGARA ISLAND","A","LANGARA","1054500","71899","WLA","COLOMBIE-BRITANNIQUE","54,26","-133,06","42,7"
"LANGARA ISLAND","A","LANGARA ISLAND RCS","1054503","71903","WJU","COLOMBIE-BRITANNIQUE","54,26","-133,06","46,9"
"LYTTON","E","LYTTON","1114739","","WLY","COLOMBIE-BRITANNIQUE","50,22","-121,58","225,0"
"LYTTON","E","LYTTON A","1114738","71812","WLY","COLOMBIE-BRITANNIQUE","50,22","-121,58","224,9"
"LYTTON","E","LYTTON RCS","1114746","71765","VLY","COLOMBIE-BRITANNIQUE","50,22","-121,58","225,0"
"MACKENZIE","D","MACKENZIE","1184791","71290","YZY","COLOMBIE-BRITANNIQUE","55,30","-123,13","690,1"
"MACKENZIE","D","MACKENZIE A","1184790","","VMK","COLOMBIE-BRITANNIQUE","55,31","-123,14","690,1"
"MACKENZIE","D","MACKENZIE AIRPORT AUTO","1184793","71944","VZY","COLOMBIE-BRITANNIQUE","55,31","-123,14","694,0"
"NAKUSP","F","NAKUSP CS","1145297","71216","WNP","COLOMBIE-BRITANNIQUE","50,27","-117,82","512,1"
"NELSON","F","NELSON CS","1145M29","71776","WNM","COLOMBIE-BRITANNIQUE","49,49","-117,31","534,9"
"OSOYOOS","E","OSOYOOS CS","1125852","71215","WYY","COLOMBIE-BRITANNIQUE","49,03","-119,44","282,9"
"PEMBERTON","E","PEMBERTON AIRPORT (WIND)","1086081","","WPN","COLOMBIE-BRITANNIQUE","50,30","-122,74","203,0"
"PEMBERTON","E","PEMBERTON AIRPORT CS","1086082","71777","WGP","COLOMBIE-BRITANNIQUE","50,31","-122,73","204,3"
"PENTICTON","C","PENTICTON A","1126146","71889","YYF","COLOMBIE-BRITANNIQUE","49,46","-119,60","344,4"
"PENTICTON","C","PENTICTON A","1126150","71889","YYF","COLOMBIE-BRITANNIQUE","49,46","-119,60","344,4"
"PITT MEADOWS","C","PITT MEADOWS CS","1106178","71775","WMM","COLOMBIE-BRITANNIQUE","49,21","-122,69","5,0"
"PLEASANT CAMP","C","PLEASANT CAMP","1206197","","","COLOMBIE-BRITANNIQUE","59,45","-136,37","274,3"
"PORT HARDY","C","PORT HARDY A","1026270","71109","YZT","COLOMBIE-BRITANNIQUE","50,68","-127,37","21,6"
"PORT HARDY","C","PORT HARDY A","1026271","71109","YZT","COLOMBIE-BRITANNIQUE","50,68","-127,37","21,6"
"PRINCE GEORGE","C","PRINCE GEORGE","1096439","71896","YXS","COLOMBIE-BRITANNIQUE","53,88","-122,68","691,0"
"PRINCE GEORGE","C","PRINCE GEORGE A","1096450","71896","YXS","COLOMBIE-BRITANNIQUE","53,89","-122,68","691,3"
"PRINCE GEORGE","C","PRINCE GEORGE AIRPORT AUTO","1096453","71302","VXS","COLOMBIE-BRITANNIQUE","53,89","-122,67","680,0"
"PRINCETON","C","PRINCETON A","1126510","","YDC","COLOMBIE-BRITANNIQUE","49,47","-120,51","701,7"
"PRINCETON","C","PRINCETON CS","112FN0M","71032","WPR","COLOMBIE-BRITANNIQUE","49,47","-120,51","696,5"
"QUESNEL","C","QUESNEL","1096629","71192","YQZ","COLOMBIE-BRITANNIQUE","53,03","-122,51","545,0"
"QUESNEL","C","QUESNEL A","1096630","","","COLOMBIE-BRITANNIQUE","53,03","-122,51","545,0"
"QUESNEL","C","QUESNEL AIRPORT AUTO","1096631","71779","VQZ","COLOMBIE-BRITANNIQUE","53,03","-122,51","545,3"
"QUESNEL","C","QUESNEL AWOS","1096625","71103","CQZ","COLOMBIE-BRITANNIQUE","53,03","-122,51","545,0"
"REVELSTOKE","E","REVELSTOKE A","1176745","71685","YRV","COLOMBIE-BRITANNIQUE","50,97","-118,18","444,7"
"REVELSTOKE","E","REVELSTOKE A","1176749","","ZRV","COLOMBIE-BRITANNIQUE","50,96","-118,18","444,7"
"REVELSTOKE","E","REVELSTOKE AIRPORT AUTO","1176755","71882","VRA","COLOMBIE-BRITANNIQUE","50,96","-118,18","444,7"
"SALMON ARM","D","SALMON ARM A","1166R45","","","COLOMBIE-BRITANNIQUE","50,69","-119,23","527,3"
"SALMON ARM","D","SALMON ARM CS","116FRMN","71218","WSL","COLOMBIE-BRITANNIQUE","50,70","-119,29","350,5"
"SANDSPIT","C","SANDSPIT","1057052","71111","YZP","COLOMBIE-BRITANNIQUE","53,25","-131,81","6,4"
"SANDSPIT","C","SANDSPIT A","1057050","","YZP","COLOMBIE-BRITANNIQUE","53,25","-131,81","6,4"
"SANDSPIT","C","SANDSPIT AIRPORT AUTO","1057051","71101","VZP","COLOMBIE-BRITANNIQUE","53,25","-131,81","6,5"
"SANDSPIT","C","SANDSPIT AWOS","1057055","","CZP","COLOMBIE-BRITANNIQUE","53,25","-131,81","6,4"
"SATURNA CAPMON","C","SATURNA CAPMON","1017098","","","COLOMBIE-BRITANNIQUE","48,78","-123,13","178,0"
"SATURNA CAPMON","C","SATURNA CAPMON CS","1017099","71914","VTS","COLOMBIE-BRITANNIQUE","48,78","-123,13","178,0"
"SMITHERS","A","SMITHERS","1077499","71950","YYD","COLOMBIE-BRITANNIQUE","54,83","-127,18","523,0"
"SMITHERS","A","SMITHERS A","1077500","","YYD","COLOMBIE-BRITANNIQUE","54,82","-127,18","521,8"
"SMITHERS","A","SMITHERS AIRPORT AUTO","1077501","71268","VYD","COLOMBIE-BRITANNIQUE","54,82","-127,19","517,6"
"SPARWOOD","C","SPARWOOD","1157630","","","COLOMBIE-BRITANNIQUE","49,75","-114,88","1137,7"
"SPARWOOD","C","SPARWOOD CS","1157631","71782","WGW","COLOMBIE-BRITANNIQUE","49,75","-114,88","1136,7"
"SQUAMISH","C","SQUAMISH AIRPORT","10476F0","71207","WSK","COLOMBIE-BRITANNIQUE","49,78","-123,16","53,7"
"STEWART","C","STEWART A","1067742","","ZST","COLOMBIE-BRITANNIQUE","55,94","-129,99","7,3"
"STEWART","C","STEWART A","1067748","","ZST","COLOMBIE-BRITANNIQUE","55,93","-129,98","7,3"
"TATLAYOKO LAKE","C","TATLAYOKO LAKE","1088010","","","COLOMBIE-BRITANNIQUE","51,67","-124,41","870,0"
"TATLAYOKO LAKE","C","TATLAYOKO LAKE RCS","1088015","71028","XTL","COLOMBIE-BRITANNIQUE","51,67","-124,40","875,0"
"TERRACE","C","TERRACE A","1068130","71951","YXT","COLOMBIE-BRITANNIQUE","54,47","-128,58","217,3"
"TERRACE","C","TERRACE A","1068134","71951","YXT","COLOMBIE-BRITANNIQUE","54,47","-128,58","217,3"
"VANCOUVER (PORT)","C","VANCOUVER HARBOUR CS","1108446","71201","WHC","COLOMBIE-BRITANNIQUE","49,30","-123,12","2,5"
"VANCOUVER INTERNATIONAL (AÉROPORT)","C","VANCOUVER INT'L A","1108447","","YVR","COLOMBIE-BRITANNIQUE","49,20","-123,18","4,3"
"VANCOUVER INTERNATIONAL (AÉROPORT)","C","VANCOUVER INTL A","1108395","71892","YVR","COLOMBIE-BRITANNIQUE","49,19","-123,18","4,3"
"VERNON","D","VERNON AUTO","1128582","71115","WJV","COLOMBIE-BRITANNIQUE","50,22","-119,19","482,0"
"VERNON","D","VERNON BELLA VISTA","1128553","","","COLOMBIE-BRITANNIQUE","50,26","-119,31","427,0"
"VERNON","D","VERNON COLDSTREAM RANCH","1128580","","","COLOMBIE-BRITANNIQUE","50,22","-119,20","482,2"
"VERNON","D","VERNON CS","1128581","","","COLOMBIE-BRITANNIQUE","50,22","-119,19","482,0"
"VICTORIA (AÉROPORT)","C","VICTORIA INT'L A","1018620","71799","YYJ","COLOMBIE-BRITANNIQUE","48,65","-123,43","19,5"
"VICTORIA (AÉROPORT)","C","VICTORIA INTL A","1018621","71799","YYJ","COLOMBIE-BRITANNIQUE","48,65","-123,43","19,5"
"VICTORIA (UNIVERSITÉ)","D","VICTORIA UNIVERSITY CS","1018598","71783","WYJ","COLOMBIE-BRITANNIQUE","48,46","-123,30","60,1"
"VICTORIA GONZALES (CITÉ)","D","VICTORIA GONZALES CS","1018611","71200","WLM","COLOMBIE-BRITANNIQUE","48,41","-123,32","61,0"
"VICTORIA GONZALES (CITÉ)","D","VICTORIA GONZALES HTS","1018610","","WLM","COLOMBIE-BRITANNIQUE","48,41","-123,33","69,5"
"WARFIELD","D","WARFIELD","1148700","","","COLOMBIE-BRITANNIQUE","49,10","-117,75","605,6"
"WARFIELD","D","WARFIELD RCS","1148705","71401","XWF","COLOMBIE-BRITANNIQUE","49,11","-117,74","566,9"
"WILLIAMS LAKE","D","WILLIAMS LAKE A","1098940","71104","YWL","COLOMBIE-BRITANNIQUE","52,18","-122,05","939,7"
"WILLIAMS LAKE","D","WILLIAMS LAKE A","1098941","71104","YWL","COLOMBIE-BRITANNIQUE","52,18","-122,05","939,7"
"BERENS RIVER","D","BERENS RIVER CS","5030203","71158","WCF","MANITOBA","52,36","-97,02","221,9"
"BRANDON","C","BRANDON A","5010480","71140","YBR","MANITOBA","49,91","-99,95","409,4"
"BRANDON","C","BRANDON A","5010481","71140","YBR","MANITOBA","49,91","-99,95","409,3"
"CHURCHILL","C","CHURCHILL A","5060600","","YYQ","MANITOBA","58,74","-94,07","29,3"
"CHURCHILL","C","CHURCHILL A","5060605","71618","YYQ","MANITOBA","58,74","-94,07","29,3"
"CHURCHILL","C","CHURCHILL CLIMATE","5060608","71696","PYQ","MANITOBA","58,73","-94,07","28,5"
"CHURCHILL","C","CHURCHILL UA","5060606","71913","","MANITOBA","58,73","-94,07","28,5"
"CYPRESS RIVER","C","CYPRESS RIVER","5010640","","","MANITOBA","49,55","-99,08","374,3"
"CYPRESS RIVER","C","CYPRESS RIVER RCS","5010641","71239","POY","MANITOBA","49,56","-99,07","374,0"
"DAUPHIN","D","DAUPHIN","5040689","71036","YDN","MANITOBA","51,10","-100,05","304,5"
"DAUPHIN","D","DAUPHIN A","5040680","","PDH","MANITOBA","51,10","-100,05","304,5"
"DAUPHIN","D","DAUPHIN CS","5040681","71550","WZT","MANITOBA","51,10","-100,06","304,5"
"ELKHORN","D","ELKHORN 2 EAST","5010QFQ","","","MANITOBA","49,93","-101,20","497,5"
"EMERSON","C","EMERSON","5020880","","","MANITOBA","49,03","-97,18","237,6"
"EMERSON","C","EMERSON AUT","5020882","71560","WEX","MANITOBA","49,00","-97,24","242,0"
"EMERSON","C","EMERSON AUTO","5020881","71560","WEX","MANITOBA","49,00","-97,24","242,0"
"FLIN FLON","A","FLIN FLON","5050919","71954","WFO","MANITOBA","54,68","-101,68","303,9"
"FLIN FLON","A","FLIN FLON","5050920","","","MANITOBA","54,77","-101,88","320,0"
"FLIN FLON","A","FLIN FLON A","5050960","","YFO","MANITOBA","54,68","-101,68","303,9"
"GILLAM","C","GILLAM","5060999","73087","WGX","MANITOBA","56,36","-94,70","145,3"
"GILLAM","C","GILLAM A","5061001","71912","YGX","MANITOBA","56,36","-94,71","145,1"
"GILLAM","C","GILLAM A","5061022","71912","YGX","MANITOBA","56,36","-94,71","145,1"
"GIMLI","C","GIMLI","5031038","","","MANITOBA","50,63","-97,02","222,8"
"GIMLI","C","GIMLI","5031039","","","MANITOBA","50,63","-97,02","222,8"
"GIMLI","C","GIMLI CLIMATE","5031042","71748","PGH","MANITOBA","50,63","-97,05","230,1"
"GRAND RAPIDS HYDRO","D","GRAND RAPIDS (AUT)","5031A10","71858","WJD","MANITOBA","53,19","-99,27","222,5"
"GRAND RAPIDS HYDRO","D","GRAND RAPIDS HYDRO","5031111","","","MANITOBA","53,16","-99,28","222,5"
"HODGSON","C","HODGSON 2","5031301","","","MANITOBA","51,19","-97,47","231,7"
