DT_MAJ_GDUNO,CD_ORGNS,NOM_COURT,NOM_OFFCL,ADRS_GEO_L1_GDUNO,ADRS_GEO_L2_GDUNO,CD_MUNCP,NOM_MUNCP,STAT_MUNCP,CD_POSTL_GDUNO,TYPE_ORGNS,RESEAU,SITE_WEB,COORD_X_LL84,COORD_Y_LL84
,015500,Académie Kuper,Académie Kuper,"2, rue Aesop ",,66102,Kirkland,V,H9H5G5,Établissement d'enseignement privé,Privé,www.kuperacademy.ca,-73.838803,45.453178
,016500,Académie Lafontaine,Académie Lafontaine inc.,"2171, boulevard Maurice",,75017,Saint-Jérôme,V,J7Y4M7,Établissement d'enseignement privé,Privé,www.academielafontaine.qc.ca,-74.007077,45.803262
,017500,Collège Laurentien,Collège Laurentien,"1200, 14e Avenue",,78005,Val-Morin,M,J0T2R0,Établissement d'enseignement privé,Privé,www.collegelaurentien.ca,-74.196636,46.014746
,019500,Académie Louis-Pasteur,Académie Louis-Pasteur,"7220, rue Marie-Victorin",,66023,Montréal,V,H1G2J5,Établissement d'enseignement privé,Privé,www.academielouispasteur.com,-73.602362,45.61726
,024500,Académie Marie-Claire,Académie Marie-Claire,"18190, boulevard Elkas",,66102,Kirkland,V,H9J3Y4,Établissement d'enseignement privé,Privé,www.amcedu.ca,-73.883374,45.443047
,025500,Académie Marie-Laurier,Académie Marie-Laurier,"1555, avenue Stravinski",,58007,Brossard,V,J4X2H5,Établissement d'enseignement privé,Privé,www.marielaurier.com,-73.492023,45.443681
,026500,Académie Michèle-Provost,Académie Michèle-Provost,"1517, avenue Des Pins Ouest",,66023,Montréal,V,H3G1B3,Établissement d'enseignement privé,Privé,www.academiemicheleprovost.qc.ca,-73.586753,45.498468
,001500,Académie Antoine Manseau,Académie Antoine Manseau,"20, rue St-Charles Borromée S. C.P. 410",,61025,Joliette,V,J6E3Z9,Établissement d'enseignement privé,Privé,www.amanseau.qc.ca,-73.435402,46.02699
,003500,L'Académie Beth Rivkah pour filles,L'Académie Beth Rivkah pour filles,"5001, rue Vézina ",,66023,Montréal,V,H3W1C2,Établissement d'enseignement privé,Privé,,-73.645687,45.494799
,004500,Académie Chrétienne Rive Nord,Académie Chrétienne Rive Nord,"790, 18e Avenue",,65005,Laval,V,H7R4P3,Établissement d'enseignement privé,Privé,,-73.851856,45.558793
,006500,Académie Francois-Labelle,Académie François-Labelle,"1227, rue Notre-Dame",,60013,Repentigny,V,J5Y3H2,Établissement d'enseignement privé,Privé,www.academiefrancoislabelle.qc.ca,-73.407863,45.778173
,007500,Académie Ibn Sina,Académie Ibn Sina,"6500, 39e Avenue",,66023,Montréal,V,H1T2W8,Établissement d'enseignement privé,Privé,www.ibnsina.ca,-73.571898,45.572364
,009500,Académie Kells,Académie Kells,"6865, boulevard De Maisonneuve Ouest",,66023,Montréal,V,H4B1T1,Établissement d'enseignement privé,Privé,www.kells.ca,-73.631288,45.45948
,053500,École St-François,École St-François,"1000, rue du Joli-Bois",,23027,Québec,V,G1V3Z6,Établissement d'enseignement privé,Privé,www.cppq.qc.ca,-71.289556,46.774932
,056500,Collège Beaubois,Collège Beaubois,"4901, rue du Collège-Beaubois",,66023,Montréal,V,H8Y3T4,Établissement d'enseignement privé,Privé,www.collegebeaubois.qc.ca,-73.779589,45.507751
,057500,Collège Bourget,Collège Bourget,"65, rue Saint-Pierre",,71133,Rigaud,V,J0P1P0,Établissement d'enseignement privé,Privé,www.collegebourget.qc.ca,-74.30891,45.472717
,058500,Collège Champagneur,Collège Champagneur,"3713, rue Queen",,62037,Rawdon,M,J0K1S0,Établissement d'enseignement privé,Privé,www.champagneur.qc.ca,-73.710726,46.043784
,059500,Collège Charlemagne,Collège Charlemagne inc.,"5000, rue Pilon ",,66023,Montréal,V,H9K1G4,Établissement d'enseignement privé,Privé,www.collegecharlemagne.ca,-73.918275,45.459005
,065500,Collège Charles-Lemoyne,Collège Charles-Lemoyne,"901, chemin Tiffin",,58227,Longueuil,V,J4P3G6,Établissement d'enseignement privé,Privé,monccl.com,-73.509842,45.514373
,066500,Collège Clarétain de Victoriaville,Collège Clarétain de Victoriaville,"663, rue Gamache",,39062,Victoriaville,V,G6R0W3,Établissement d'enseignement privé,Privé,www.collegeclaretain.com,-71.96921,46.041853
,027500,Académie Saint-Louis,Académie Saint-Louis,"1500, rue de la Rive-Boisée Sud",,23027,Québec,V,G2C2B3,Établissement d'enseignement privé,Privé,www.aslouis.qc.ca,-71.315332,46.829964
,029500,Académie Ste-Thérèse,Académie Ste-Thérèse,"425, rue Blainville Est ",,73010,Sainte-Thérèse,V,J7E1N7,Établissement d'enseignement privé,Privé,www.academie.ste-therese.com,-73.816268,45.6402
,030500,Académie Solomon Schechter,Académie Solomon Schechter,"5555, chemin de la Côte-Saint-Luc",,66023,Montréal,V,H3X2C9,Établissement d'enseignement privé,Privé,,-73.628583,45.478974
,032500,Aviron Québec Collège Technique,Aviron Québec Collège Technique,"270, boulevard Charest Est",,23027,Québec,V,G1K3H1,Établissement d'enseignement privé,Privé,www.avironquebec.com,-71.226636,46.812954
,033500,Bishop's college school,Bishop's college school,"80, chemin Moulton Hill ",,43027,Sherbrooke,V,J1M1Z8,Établissement d'enseignement privé,Privé,www:bishopscollegeschool.com,-71.843327,45.372191
,034500,Centre académique de Lanaudière,Centre académique de Lanaudière,"930, boulevard l'Assomption",,60013,Repentigny,V,J6A5H5,Établissement d'enseignement privé,Privé,www.lecadl.com,-73.448635,45.77014
,035500,Centre académique Fournier inc.,Centre académique Fournier inc.,"5919, boulevard Henri-Bourassa Ouest",,66023,Montréal,V,H4R1B7,Établissement d'enseignement privé,Privé,www.academiefournier.qc.ca,-73.718233,45.516415
,037500,Centre d'intégration scolaire inc.,Centre d'intégration scolaire inc.,"8844, rue Notre-Dame Est",,66023,Montréal,V,H1L3M4,Établissement d'enseignement privé,Privé,http://www.centereitegrationscolaire.ca,-73.511583,45.600686
,041500,École trilingue Vision Varennes,École trilingue Vision Varennes,"104, boulevard de la Marine",,59020,Varennes,V,J3X1Z5,Établissement d'enseignement privé,Privé,https://varennes.ecolevision.com/,-73.43238,45.6637
,044500,Centre François-Michelle,Centre François-Michelle,"9275, rue Clark",,66023,Montréal,V,H2N1S1,Établissement d'enseignement privé,Privé,www.francois-michelle.qc.ca,-73.650734,45.543547
,046500,École Montessori de Chelsea,École Montessori de Chelsea,"490, route 105, bureau 105",,82025,Chelsea,M,J9B1L2,Établissement d'enseignement privé,Privé,www.montessorichelsea.ca,-75.782423,45.505866
,048500,École Montessori de Montréal,École Montessori de Montréal,"1505, rue Serre",,66023,Montréal,V,H8N1N3,Établissement d'enseignement privé,Privé,ecolemontessorimontreal.com,-73.623971,45.432249
,069500,Collège de Champigny,Collège de Champigny,"1400, route de l'Aéroport",,23027,Québec,V,G2G1G6,Établissement d'enseignement privé,Privé,www.collegedechampigny.com,-71.361844,46.790874
,074500,Coll. de L'Assomption,Collège de L'Assomption,"270, boulevard de l'Ange-Gardien",,60028,L'Assomption,V,J5W1R7,Établissement d'enseignement privé,Privé,www.classomption.qc.ca,-73.420768,45.827662
,075500,Collège de l'Ouest de l'Île,Collège de l'Ouest de l'Île,"851, rue Tecumseh",,66142,Dollard-des-Ormeaux,V,H9B2L2,Établissement d'enseignement privé,Privé,http://www.wicmtl.ca,-73.814827,45.478745
,076500,Collège de Lévis,Collège de Lévis,"9, rue Monseigneur-Gosselin",,25213,Lévis,V,G6V5K1,Établissement d'enseignement privé,Privé,www.collegedelevis.qc.ca,-71.181767,46.812416
,077500,Coll. de Montréal,Collège de Montréal,"1931, rue Sherbrooke Ouest ",,66023,Montréal,V,H3H1E3,Établissement d'enseignement privé,Privé,www.college-montreal.qc.ca,-73.584509,45.495176
,119500,Mont Notre-Dame,Mont Notre-Dame,"114, rue de la Cathédrale ",,43027,Sherbrooke,V,J1H4M1,Établissement d'enseignement privé,Privé,www.lemont.ca,-71.891976,45.401568
,123500,Collège Mont-Sacré-Coeur,Collège Mont-Sacré-Coeur,"210, rue Denison Est",,47017,Granby,V,J2H2R6,Établissement d'enseignement privé,Privé,https://www.college-msc.qc.ca/,-72.705486,45.390826
,124500,Coll. Mont-Royal,Collège Mont-Royal,"2165, rue Baldwin ",,66023,Montréal,V,H1L5A7,Établissement d'enseignement privé,Privé,www.collegemont-royal.qc.ca,-73.515967,45.599066
